Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Fungsi
Jl. Ketandan-Mendak,089,7.050,6+400,6+500,4493,Lokal Sekunder
Jl. Ketandan-Mendak,089,7.050,6+500,6+600,4494,Lokal Sekunder
Jl. Ketandan-Mendak,089,7.050,6+600,6+700,4495,Lokal Sekunder
Jl. Ketandan-Mendak,089,7.050,6+700,6+800,4496,Lokal Sekunder
Jl. Ketandan-Mendak,089,7.050,6+800,6+900,4497,Lokal Sekunder
Jl. Ketandan-Mendak,089,7.050,7+000,7+014,4498,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+000,0+100,4500,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+100,0+200,4501,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+200,0+300,4502,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+300,0+400,4503,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+400,0+500,4504,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+500,0+600,4505,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+600,0+700,4506,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+700,0+800,4507,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+800,0+900,4508,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,0+900,1+000,4509,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+000,1+100,4510,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+100,1+200,4511,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+200,1+300,4512,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+300,1+400,4513,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+400,1+500,4514,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+500,1+600,4515,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+600,1+700,4516,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+700,1+800,4517,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+800,1+900,4518,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,1+900,2+000,4519,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+000,2+100,4520,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+100,2+200,4521,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+200,2+300,4522,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+300,2+400,4523,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+400,2+500,4524,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+500,2+600,4525,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+600,2+700,4526,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+700,2+800,4527,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+800,2+900,4528,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,2+900,3+000,4529,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+000,3+100,4530,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+100,3+200,4531,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+200,3+300,4532,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+300,3+400,4533,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+400,3+500,4534,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+500,3+600,4535,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+600,3+700,4536,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+700,3+800,4537,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+800,3+900,4538,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,3+900,4+000,4539,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+000,4+100,4540,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+100,4+200,4541,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+200,4+300,4542,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+300,4+400,4543,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+400,4+500,4544,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+500,4+600,4545,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+600,4+700,4546,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+700,4+800,4547,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+800,4+900,4548,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,4+900,5+000,4549,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+000,5+100,4550,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+100,5+200,4551,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+200,5+300,4552,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+300,5+400,4553,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+400,5+500,4554,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+500,5+600,4555,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+600,5+700,4556,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+700,5+800,4557,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+800,5+900,4558,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,5+900,6+000,4559,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+000,6+100,4560,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+100,6+200,4561,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+200,6+300,4562,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+300,6+400,4563,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+400,6+500,4564,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+500,6+600,4565,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+600,6+700,4566,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+700,6+800,4567,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+800,6+900,4568,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,6+900,7+000,4569,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+000,7+100,4570,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+100,7+200,4571,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+200,7+300,4572,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+300,7+400,4573,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+400,7+500,4574,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+500,7+600,4575,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+600,7+700,4576,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+700,7+800,4577,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+800,7+900,4578,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,7+900,8+000,4579,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+000,8+100,4580,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+100,8+200,4581,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+200,8+300,4582,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+300,8+400,4583,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+400,8+500,4584,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+500,8+600,4585,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+600,8+700,4586,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+700,8+800,4587,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+800,8+900,4588,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,8+900,9+000,4589,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+000,9+100,4590,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+100,9+200,4591,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+200,9+300,4592,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+300,9+400,4593,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+400,9+500,4594,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+500,9+600,4595,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+600,9+700,4596,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+700,9+800,4597,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+800,9+900,4598,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,9+900,10+000,4599,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+000,10+100,4600,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+100,10+200,4601,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+200,10+300,4602,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+300,10+400,4603,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+400,10+500,4604,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+500,10+600,4605,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+600,10+700,4606,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+700,10+800,4607,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+800,10+900,4608,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,10+900,11+000,4609,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+000,11+100,4610,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+100,11+200,4611,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+200,11+300,4612,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+300,11+400,4613,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+400,11+500,4614,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+500,11+600,4615,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+600,11+700,4616,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+700,11+800,4617,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+800,11+900,4618,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,11+900,12+000,4619,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+000,12+100,4620,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+100,12+200,4621,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+200,12+300,4622,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+300,12+400,4623,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+400,12+500,4624,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+500,12+600,4625,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+600,12+700,4626,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+700,12+800,4627,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+800,12+900,4628,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,12+900,13+000,4629,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+000,13+100,4630,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+100,13+200,4631,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+200,13+300,4632,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+300,13+400,4633,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+400,13+500,4634,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+500,13+600,4635,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+600,13+700,4636,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+700,13+800,4637,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+800,13+900,4638,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,13+900,14+000,4639,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,14+000,14+100,4640,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,14+100,14+200,4641,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,14+200,14+300,4642,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,14+300,14+400,4643,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,14+400,14+500,4644,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,14+500,14+600,4645,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,14+600,14+700,4646,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,14+700,14+800,4647,Lokal Sekunder
Jl. Segulung-Suluk,090,14.960,14+900,14+928,4648,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+000,0+100,4650,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+100,0+200,4651,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+200,0+300,4652,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+300,0+400,4653,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+400,0+500,4654,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+500,0+600,4655,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+600,0+700,4656,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+700,0+800,4657,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+800,0+900,4658,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,0+900,1+000,4659,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+000,1+100,4660,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+100,1+200,4661,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+200,1+300,4662,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+300,1+400,4663,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+400,1+500,4664,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+500,1+600,4665,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+600,1+700,4666,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+700,1+800,4667,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+800,1+900,4668,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,1+900,2+000,4669,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+000,2+100,4670,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+100,2+200,4671,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+200,2+300,4672,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+300,2+400,4673,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+400,2+500,4674,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+500,2+600,4675,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+600,2+700,4676,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+700,2+800,4677,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+800,2+900,4678,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,2+900,3+000,4679,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+000,3+100,4680,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+100,3+200,4681,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+200,3+300,4682,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+300,3+400,4683,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+400,3+500,4684,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+500,3+600,4685,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+600,3+700,4686,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+700,3+800,4687,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+800,3+900,4688,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,3+900,4+000,4689,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+000,4+100,4690,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+100,4+200,4691,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+200,4+300,4692,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+300,4+400,4693,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+400,4+500,4694,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+500,4+600,4695,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+600,4+700,4696,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+700,4+800,4697,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+800,4+900,4698,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,4+900,5+000,4699,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+000,5+100,4700,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+100,5+200,4701,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+200,5+300,4702,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+300,5+400,4703,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+400,5+500,4704,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+500,5+600,4705,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+600,5+700,4706,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+700,5+800,4707,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+800,5+900,4708,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,5+900,6+000,4709,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+000,6+100,4710,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+100,6+200,4711,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+200,6+300,4712,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+300,6+400,4713,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+400,6+500,4714,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+500,6+600,4715,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+600,6+700,4716,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+700,6+800,4717,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+800,6+900,4718,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,6+900,7+000,4719,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+000,7+100,4720,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+100,7+200,4721,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+200,7+300,4722,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+300,7+400,4723,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+400,7+500,4724,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+500,7+600,4725,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+600,7+700,4726,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+700,7+800,4727,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+800,7+900,4728,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,7+900,8+000,4729,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+000,8+100,4730,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+100,8+200,4731,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+200,8+300,4732,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+300,8+400,4733,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+400,8+500,4734,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+500,8+600,4735,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+600,8+700,4736,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+700,8+800,4737,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+800,8+900,4738,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,8+900,9+000,4739,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+000,9+100,4740,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+100,9+200,4741,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+200,9+300,4742,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+300,9+400,4743,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+400,9+500,4744,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+500,9+600,4745,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+600,9+700,4746,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+700,9+800,4747,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+800,9+900,4748,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,9+900,10+000,4749,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+000,10+100,4750,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+100,10+200,4751,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+200,10+300,4752,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+300,10+400,4753,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+400,10+500,4754,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+500,10+600,4755,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+600,10+700,4756,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+700,10+800,4757,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+800,10+900,4758,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,10+900,11+000,4759,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,11+000,11+100,4760,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,11+100,11+200,4761,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,11+200,11+300,4762,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,11+300,11+400,4763,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,11+400,11+500,4764,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,11+500,11+600,4765,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,11+600,11+700,4766,Lokal Sekunder
Jl. Segulung-Mruwak,091,12.240,11+800,11+881,4767,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+000,0+100,4769,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+100,0+200,4770,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+200,0+300,4771,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+300,0+400,4772,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+400,0+500,4773,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+500,0+600,4774,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+600,0+700,4775,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+700,0+800,4776,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+800,0+900,4777,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,0+900,1+000,4778,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+000,1+100,4779,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+100,1+200,4780,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+200,1+300,4781,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+300,1+400,4782,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+400,1+500,4783,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+500,1+600,4784,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+600,1+700,4785,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+700,1+800,4786,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+800,1+900,4787,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,1+900,2+000,4788,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,2+000,2+100,4789,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,2+100,2+200,4790,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,2+200,2+300,4791,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,2+300,2+400,4792,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,2+400,2+500,4793,Lokal Sekunder
Jl. Sareng-Ketandan,092,2.640,2+600,2+643,4794,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+000,0+100,4796,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+100,0+200,4797,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+200,0+300,4798,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+300,0+400,4799,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+400,0+500,4800,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+500,0+600,4801,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+600,0+700,4802,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+700,0+800,4803,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+800,0+900,4804,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,0+900,1+000,4805,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+000,1+100,4806,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+100,1+200,4807,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+200,1+300,4808,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+300,1+400,4809,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+400,1+500,4810,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+500,1+600,4811,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+600,1+700,4812,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+700,1+800,4813,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+800,1+900,4814,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,1+900,2+000,4815,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+000,2+100,4816,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+100,2+200,4817,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+200,2+300,4818,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+300,2+400,4819,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+400,2+500,4820,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+500,2+600,4821,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+600,2+700,4822,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+700,2+800,4823,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+800,2+900,4824,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,2+900,3+000,4825,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,3+000,3+100,4826,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,3+100,3+200,4827,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,3+200,3+300,4828,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,3+300,3+400,4829,Lokal Sekunder
Jl. Teguhan-Bibrik,093,4.520,3+400,3+500,4830,Lokal Sekunder
